,City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Tempature,Wind Speed
60,Mataura,NZ,-46.19,168.86,1597027730,83,85,51.01,18.99
61,Prainha,BR,-1.8,-53.48,1597027730,7,61,77.74,1.19
62,Ust-Maya,RU,60.42,134.53,1597027730,0,29,81.34,3.06
63,Erzin,TR,36.96,36.2,1597027731,62,83,79.0,4.79
64,Khatanga,RU,71.97,102.5,1597027643,97,61,55.72,11.41
65,Tiksi,RU,71.69,128.87,1597027731,100,76,40.91,8.68
66,Kapaa,US,22.08,-159.32,1597027731,75,70,84.2,17.22
67,Waitati,NZ,-45.75,170.57,1597027731,82,66,53.06,10.38
68,Arraial do Cabo,BR,-22.97,-42.03,1597027684,0,85,70.29,20.36
69,Alice Springs,AU,-23.7,133.88,1597027101,0,21,75.0,12.75
70,Oussouye,SN,12.48,-16.55,1597027261,20,100,78.8,4.7
71,Qaanaaq,GL,77.48,-69.36,1597027732,100,70,38.95,7.99
72,Severo-Kuril'sk,RU,50.68,156.12,1597027732,44,86,55.85,1.88
73,Caucaia,BR,-3.74,-38.65,1597027732,75,74,80.6,11.41
74,Airai,TL,-8.93,125.41,1597027245,5,49,78.91,1.72
75,Belaya Gora,RU,68.53,146.42,1597027228,100,90,43.21,10.58
76,Cayenne,GF,4.93,-52.33,1597027317,40,94,78.8,8.32
77,Brae,GB,60.4,-1.35,1597027732,99,87,53.6,4.7
78,Bykov,RU,47.32,142.55,1597027732,100,73,69.8,13.42
79,Mbeya,TZ,-8.9,33.45,1597027732,14,84,50.16,4.25
80,Guerrero Negro,MX,27.98,-114.06,1597027362,0,68,71.17,17.13
81,Bat Yam,IL,32.02,34.75,1597027733,20,78,75.2,8.05
82,Taiyuan,CN,37.87,112.56,1597027486,0,57,77.0,2.24
83,Muswellbrook,AU,-32.27,150.9,1597027733,99,52,61.0,14.0
84,Filingué,NE,14.35,3.32,1597027346,90,72,80.69,13.02
85,Busselton,AU,-33.65,115.33,1597027733,21,56,64.0,20.8
86,Ponta do Sol,PT,32.67,-17.1,1597027239,40,73,71.6,2.24
87,Safford,US,32.83,-109.71,1597027734,1,14,102.2,8.05
88,Vieux-Habitants,GP,16.06,-61.77,1597027734,1,78,80.6,6.93
89,Broome,US,42.25,-75.83,1597027310,75,64,73.4,5.82
90,Marzuq,YE,14.4,46.47,1597027734,8,52,79.47,3.49
91,Ust-Tsilma,RU,65.44,52.15,1597027734,100,95,48.9,2.64
92,Zhigansk,RU,66.77,123.37,1597027734,94,65,53.73,13.18
93,Taoudenni,ML,22.68,-3.98,1597027280,0,14,97.29,5.3
94,Lysyye Gory,RU,51.55,44.84,1597027734,0,82,57.87,6.38
95,Kiryat Gat,IL,31.61,34.76,1597027360,53,91,75.0,5.01
96,Pyapon,MM,16.28,95.68,1597027735,100,74,84.67,14.12
97,Torbay,CA,47.67,-52.73,1597027735,40,88,64.99,19.46
98,Farah,AF,32.5,62.5,1597027735,0,22,76.23,4.72
99,Xingtai,CN,37.06,114.49,1597027373,49,49,92.59,2.82
100,Saint Anthony,US,45.02,-93.22,1597027735,20,78,78.8,4.7
101,Villarrica,PY,-25.75,-56.43,1597027735,0,55,65.19,4.36
102,Bubaque,GW,11.28,-15.83,1597027736,100,94,76.87,16.96
103,Chokurdakh,RU,70.63,147.92,1597027736,100,61,44.96,9.42
104,Codrington,AU,-38.27,141.97,1597027736,2,73,55.92,11.1
105,Santa Cruz,MA,30.42,-9.6,1597027736,48,88,69.8,2.53
106,Sinazongwe,ZM,-17.26,27.46,1597027736,0,56,60.91,6.49
107,Tarakan,ID,3.3,117.63,1597027736,17,79,81.09,2.91
108,Saint Augustine,US,29.89,-81.31,1597027552,90,83,80.01,23.04
109,Gore,NZ,-46.1,168.94,1597027737,87,85,51.01,18.99
110,Witbank,ZA,-25.87,29.23,1597027737,0,58,41.18,9.42
111,Kaitangata,NZ,-46.28,169.85,1597027737,93,57,55.0,18.01
112,Safaga,EG,26.73,33.94,1597027737,92,31,87.8,5.82
113,Leshukonskoye,RU,64.9,45.76,1597027737,80,84,47.59,2.21
114,Mackenzie,CA,55.3,-123.17,1597027347,90,93,50.0,6.93
115,San Lorenzo,PY,-25.33,-57.53,1597027473,0,56,69.8,7.85
116,Kalmunai,LK,7.42,81.82,1597027738,100,66,83.48,1.95
117,Port Hardy,CA,50.7,-127.42,1597027298,90,82,59.0,3.36
118,Yellowknife,CA,62.46,-114.35,1597027546,75,59,66.2,13.87
119,Marawi,PH,8.0,124.29,1597027314,100,69,84.0,1.01
120,Butaritari,KI,3.07,172.79,1597027738,94,76,82.6,16.37
121,General Roca,AR,-39.03,-67.58,1597027738,5,50,51.8,8.05
122,Kruisfontein,ZA,-34.0,24.73,1597027738,50,58,57.0,9.86
123,Barra,BR,-11.09,-43.14,1597027738,0,67,71.26,9.51
124,Lima,PE,-12.04,-77.03,1597027728,90,82,60.8,8.05
125,Vila Franca do Campo,PT,37.72,-25.43,1597027739,40,77,66.2,4.12
126,Srednekolymsk,RU,67.45,153.68,1597027739,100,50,62.89,12.55
127,Tiznit Province,MA,29.58,-9.5,1597027739,78,62,73.27,0.49
128,Bethel,US,41.37,-73.41,1597027739,1,78,73.99,4.43
129,Grøa,NO,62.65,8.72,1597027740,2,87,53.6,9.17
130,Ginda,IN,30.69,78.49,1597027740,90,100,78.8,2.01
131,Bārmer,IN,25.75,71.38,1597027740,99,76,83.12,12.8
132,Castro,BR,-24.79,-50.01,1597027740,0,67,56.52,4.25
133,Hirara,JP,24.8,125.28,1597027740,75,89,86.0,20.8
134,Atamanovka,RU,51.93,113.63,1597027740,40,77,64.4,8.95
135,Ca Mau,VN,9.18,105.15,1597027740,72,68,87.87,8.25
136,Lázaro Cárdenas,MX,17.96,-102.2,1597027583,100,80,80.76,3.6
137,Clyde River,CA,70.47,-68.59,1597027741,90,86,41.0,12.75
138,Bluff,NZ,-46.6,168.33,1597027741,84,85,51.01,18.99
139,Mar del Plata,AR,-38.0,-57.56,1597027270,90,100,51.01,9.17
140,Winnemucca,US,40.97,-117.74,1597027536,20,9,93.2,8.05
141,Tsimmerbude,RU,54.67,20.13,1597027741,38,93,66.0,6.71
142,Marsh Harbour,BS,26.54,-77.06,1597027741,0,72,84.09,7.11
143,Upernavik,GL,72.79,-56.15,1597027229,55,73,37.62,7.38
144,Iqaluit,CA,63.75,-68.51,1597027375,5,75,42.8,11.41
145,Makakilo City,US,21.35,-158.09,1597027742,20,51,86.0,8.05
146,Zmiyiv,UA,49.7,36.36,1597027742,0,77,64.4,6.71
147,Camacha,PT,33.08,-16.33,1597027742,40,83,69.8,9.17
148,Kulhudhuffushi,MV,6.62,73.07,1597027742,100,77,82.58,17.72
149,Azua,DO,18.45,-70.73,1597027742,66,77,79.29,4.88
150,Arlit,NE,18.74,7.39,1597027258,89,61,85.62,10.22
151,Leningradskiy,RU,69.38,178.42,1597027266,96,79,41.25,10.98
152,Saint Paul Harbor,US,57.79,-152.41,1597027232,38,63,57.56,20.22
153,Hilo,US,19.73,-155.09,1597027743,90,78,78.8,6.93
154,Praia da Vitória,PT,38.73,-27.07,1597027743,40,88,69.8,3.83
155,Astoria,US,46.19,-123.83,1597027743,1,68,64.99,16.11
156,Ko Samui,TH,9.54,99.94,1597027743,20,66,86.0,6.93
157,Barcelos,PT,41.54,-8.62,1597027743,90,100,64.0,2.24
158,Cherskiy,RU,68.75,161.3,1597027743,100,86,46.54,8.08
159,Bambous Virieux,MU,-20.34,57.76,1597027743,75,52,68.0,10.29
160,Chui,UY,-33.7,-53.46,1597027743,99,88,61.99,8.12
161,Wanning,CN,18.8,110.4,1597027744,14,66,89.08,11.34
162,Nacogdoches,US,31.6,-94.63,1597027744,40,74,82.4,4.7
163,Muros,ES,42.78,-9.06,1597027372,92,81,66.0,7.4
164,New Norfolk,AU,-42.78,147.06,1597027744,0,81,50.0,1.01
165,Tasiilaq,GL,65.61,-37.64,1597027744,100,100,42.8,2.24
166,Atuona,PF,-9.8,-139.03,1597027745,25,75,78.66,24.83
167,Ilulissat,GL,69.22,-51.1,1597027256,100,86,37.4,3.36
168,Abu Samrah,SY,35.3,37.18,1597027745,0,82,70.14,16.91
169,Te Anau,NZ,-45.42,167.72,1597027319,52,74,50.41,6.64
170,Bengkulu,ID,-3.8,102.27,1597027336,41,65,85.59,3.94
171,Puerto Ayora,EC,-0.74,-90.35,1597027239,99,92,68.0,9.8
172,Port Augusta,AU,-32.5,137.77,1597027374,0,58,59.0,13.87
173,Dali,CN,25.7,100.18,1597027745,100,82,67.55,4.99
174,São Miguel do Araguaia,BR,-13.28,-50.16,1597027620,6,44,71.71,2.37
175,Puerto del Rosario,ES,28.5,-13.86,1597027746,19,83,71.6,14.99
176,George Town,MY,5.41,100.34,1597027651,20,83,87.8,4.7
177,Shiyan,CN,32.65,110.78,1597027746,0,59,89.69,3.04
178,Siderno,IT,38.28,16.3,1597027746,5,83,78.01,4.7
179,Ust-Nera,RU,64.57,143.2,1597027747,100,32,70.75,17.56
180,Gairo,IT,39.85,9.5,1597027747,0,57,69.24,3.33
181,Tigil',RU,57.8,158.67,1597027747,100,40,68.63,0.31
182,Avarua,CK,-21.21,-159.78,1597027747,78,78,75.2,5.82
183,Sur,OM,22.57,59.53,1597027265,11,71,86.95,5.37
184,Flinders,AU,-34.58,150.86,1597027388,98,71,62.01,8.99
185,Lakatoro,VU,-16.1,167.42,1597027748,40,65,82.4,5.82
186,Turbat,PK,26.0,63.04,1597027748,16,73,85.8,2.84
187,Carnarvon,AU,-24.87,113.63,1597027748,40,68,68.0,14.99
188,Fortuna,US,40.6,-124.16,1597027748,1,70,64.99,1.01
189,Hervey Bay,AU,-25.3,152.85,1597027610,2,46,68.0,11.99
190,Lata,PT,40.16,-8.33,1597027748,100,84,66.99,1.01
191,Penzance,GB,50.12,-5.54,1597027364,100,93,62.01,14.99
192,Pangnirtung,CA,66.15,-65.71,1597027357,76,69,41.32,1.5
193,Port Hedland,AU,-20.32,118.57,1597027749,90,94,69.8,17.22
194,Gisborne,NZ,-38.65,178.0,1597027749,12,41,64.0,4.0
195,Avera,US,33.19,-82.53,1597027749,1,94,79.0,4.7
196,Karachi,PK,24.91,67.08,1597027622,40,88,82.4,4.7
197,Mount Gambier,AU,-37.83,140.77,1597027356,0,58,56.5,6.17
198,Isangel,VU,-19.55,169.27,1597027749,75,66,84.2,11.41
199,Ambilobe,MG,-13.2,49.05,1597027240,35,83,60.73,3.67
200,Hofn,IS,64.25,-15.21,1597027750,100,96,52.21,12.46
201,Lavrentiya,RU,65.58,-171.0,1597027229,59,68,50.99,8.68
202,Ngunguru,NZ,-35.62,174.5,1597027750,100,3,55.0,4.12
203,Russell,US,32.35,-85.2,1597027527,1,88,82.4,2.19
204,Chicholi,IN,21.47,79.68,1597027750,98,84,79.77,3.53
205,Yangi Marg`ilon,UZ,40.43,71.72,1597027316,0,44,78.8,2.24
206,Berlevåg,NO,70.86,29.09,1597027301,75,87,51.8,13.87
207,Mahébourg,MU,-20.41,57.7,1597027267,75,52,68.0,10.29
208,Cidreira,BR,-30.18,-50.21,1597027751,0,75,61.97,9.62
209,Saskylakh,RU,71.92,114.08,1597027751,95,58,45.12,3.74
210,Santiago de Cao,PE,-7.96,-79.24,1597027751,88,86,59.9,8.14
211,Alta Floresta,BR,-9.88,-56.09,1597027384,16,41,69.75,2.17
212,Grindavik,IS,63.84,-22.43,1597027306,75,100,51.8,13.87
213,Zhangaözen,KZ,43.3,52.8,1597027751,0,43,70.72,9.62
214,Port Elizabeth,ZA,-33.92,25.57,1597027752,39,54,59.0,19.46
215,Sorong,ID,-0.88,131.25,1597027752,98,76,82.63,1.95
216,Okhotsk,RU,59.38,143.3,1597027306,0,59,67.82,10.74
217,Ruston,US,32.52,-92.64,1597027525,1,74,80.6,3.36
218,Maniitsoq,GL,65.42,-52.9,1597027752,98,77,41.83,18.37
219,Stromness,GB,58.97,-3.3,1597027752,57,93,54.0,9.17
220,Ostrovnoy,RU,68.05,39.51,1597027290,100,76,49.95,8.23
221,Laguna,US,38.42,-121.42,1597027291,0,35,91.0,5.01
222,Kenai,US,60.55,-151.26,1597027752,1,63,63.0,16.11
223,Santo Antônio do Içá,BR,-3.1,-67.94,1597027753,9,93,72.93,2.37
224,Naze,JP,28.37,129.48,1597027325,75,89,84.2,26.4
225,Deputatsky,RU,69.3,139.9,1597027753,100,92,37.63,4.99
226,Storsteinnes,NO,69.24,19.23,1597027753,100,100,50.0,16.11
227,Idar,DE,49.72,7.3,1597027753,13,82,66.2,4.7
228,Leszno,PL,51.84,16.57,1597027753,97,76,72.0,5.06
229,Rocha,UY,-34.48,-54.33,1597027754,100,90,63.46,11.07
230,Byron Bay,AU,-28.65,153.62,1597027374,22,53,64.99,1.99
231,Mafeteng,LS,-29.82,27.24,1597027754,0,97,29.03,1.63
232,Mora,CM,11.05,14.14,1597027754,100,81,74.8,4.34
233,Praia,CV,14.92,-23.51,1597027338,75,78,78.8,10.29
234,Kamenka,RU,51.32,42.77,1597027274,0,84,55.99,3.0
235,Fare,PF,-16.7,-151.02,1597027754,0,72,78.64,16.84
236,Zhongxing,CN,33.7,118.68,1597027755,19,74,86.56,4.36
237,Beringovskiy,RU,63.05,179.32,1597027755,85,69,58.26,10.51
238,Hokitika,NZ,-42.72,170.97,1597027345,85,77,54.3,12.26
239,Bathsheba,BB,13.22,-59.52,1597027269,75,78,82.4,13.87
240,Charter Township of Clinton,US,42.59,-82.92,1597027755,40,88,82.0,9.17
241,Saint George,US,37.1,-113.58,1597027166,1,6,98.6,10.29
242,Henties Bay,NA,-22.12,14.28,1597027756,0,88,50.0,5.86
243,Kuching,MY,1.55,110.33,1597027756,20,74,87.8,4.7
244,Yinchuan,CN,38.47,106.27,1597027756,33,23,86.77,0.67
245,Wajir,KE,1.75,40.06,1597027756,31,70,72.03,13.4
246,Buala,SB,-8.14,159.59,1597027288,100,71,84.72,8.23
247,Miquelon,PM,47.1,-56.38,1597027756,0,86,64.29,11.72
248,Thompson,CA,55.74,-97.86,1597027540,40,93,53.6,4.7
249,Opuwo,NA,-18.06,13.84,1597027331,0,47,53.94,3.38
250,Madrid,ES,40.42,-3.7,1597027653,94,32,82.4,3.36
251,Bacolod City,PH,10.67,122.95,1597027757,100,64,86.86,4.09
252,Caravelas,BR,-17.71,-39.25,1597027257,0,91,68.92,5.44
253,Krasnosel'kup,RU,65.7,82.47,1597027757,79,74,62.6,8.3
254,Smoky Lake,CA,54.12,-112.47,1597027757,1,65,60.01,1.99
255,Cap Malheureux,MU,-19.98,57.61,1597027757,87,57,68.0,3.0
256,San Quintín,MX,30.48,-115.95,1597027564,0,80,67.15,12.97
257,Kibala,TD,9.11,18.35,1597027757,100,97,70.48,2.39
258,Roald,NO,62.58,6.13,1597027757,23,93,51.01,11.25
259,Tecolutla,MX,20.48,-97.02,1597027564,100,80,77.95,1.41
260,Batemans Bay,AU,-35.72,150.18,1597027758,95,66,57.0,5.01
261,Meulaboh,ID,4.14,96.13,1597027758,69,61,85.8,2.98
262,Palmer,US,42.16,-72.33,1597027274,40,69,78.8,6.93
263,Alofi,NU,-19.06,-169.92,1597027231,9,57,78.8,11.41
264,Faanui,PF,-16.48,-151.75,1597027237,0,75,78.12,16.24
265,La Ronge,CA,55.1,-105.28,1597027758,90,87,55.4,19.46
266,Aljezur,PT,37.32,-8.8,1597027239,0,73,69.01,10.94
267,Port Lincoln,AU,-34.73,135.87,1597027759,21,63,58.5,14.18
268,Chilca,PE,-12.52,-76.74,1597027260,90,82,60.8,8.05
269,Matagami,CA,49.75,-77.63,1597027759,1,82,68.0,5.84
270,Trabzon Province,TR,40.92,39.83,1597027650,75,78,78.8,3.36
271,Bathurst,AU,-33.42,149.58,1597027759,39,64,55.99,11.99
272,Buchanan,LR,5.88,-10.05,1597027759,59,81,75.29,3.74
273,Fairbanks,US,64.84,-147.72,1597027630,75,59,66.2,6.93
274,Lukulu,ZM,-14.37,23.24,1597027759,0,44,53.64,5.12
275,Sitka,US,57.05,-135.33,1597027347,90,87,55.4,20.8
276,Bouca,CF,6.51,18.27,1597027760,100,96,68.76,2.13
277,Sibu,MY,2.3,111.82,1597027760,20,66,84.2,5.82
278,Olinda,BR,-8.01,-34.86,1597027492,75,83,75.2,10.29
279,Geraldton,AU,-28.77,114.6,1597027543,75,63,66.2,23.04
280,Jalu,LY,29.03,21.55,1597027760,0,63,75.74,11.07
281,Thyborøn,DK,56.7,8.21,1597027760,0,7,62.01,3.85
282,Yerbogachën,RU,61.28,108.01,1597027761,5,49,72.54,8.48
283,San Pablo City,PH,14.07,121.33,1597027761,100,73,87.01,4.0
284,Baghdad,IQ,33.34,44.4,1597027761,0,42,84.2,11.41
285,Maceió,BR,-9.67,-35.74,1597027325,75,94,69.8,11.56
286,Fredericton,CA,45.95,-66.67,1597027761,1,77,73.4,4.7
287,Nikolskoye,RU,59.7,30.79,1597027762,40,88,64.0,6.71
288,Saint-Joseph,RE,-21.37,55.62,1597027762,23,55,60.8,10.29
289,Beidao,CN,34.57,105.89,1597027383,66,44,86.56,6.78
290,São Raimundo Nonato,BR,-9.02,-42.7,1597027604,0,68,69.19,4.14
291,Nioro,GM,13.35,-15.75,1597027762,69,96,74.89,4.12
292,Ixtapa,MX,20.7,-105.2,1597027762,75,94,80.01,5.82
293,Nānākuli,US,21.39,-158.15,1597027762,20,51,86.0,8.05
294,Putai,FR,46.66,1.99,1597027763,60,77,69.8,5.82
295,Salalah,OM,17.02,54.09,1597027763,75,83,78.8,1.12
296,Calbuco,CL,-41.77,-73.13,1597027763,90,93,41.0,8.05
297,Waddān,LY,29.16,16.14,1597027763,45,65,74.35,7.23
298,Wasilla,US,61.58,-149.44,1597027763,90,87,64.4,5.82
299,Rosetta,EG,31.4,30.42,1597027763,40,78,77.0,3.36
300,Aykhal,RU,66.0,111.5,1597027764,90,87,51.8,6.71
301,Santiago,CL,-33.46,-70.65,1597027238,42,76,54.0,3.36
302,Puerto Escondido,MX,15.85,-97.07,1597027385,100,80,81.77,5.93
303,Salinas,US,36.68,-121.66,1597027476,75,72,66.2,12.75
304,Dosso,NE,13.05,3.19,1597027764,100,80,76.37,13.38
305,Sirte,LY,31.21,16.59,1597027764,0,73,77.05,6.38
306,Tiassalé,CI,5.9,-4.83,1597027764,69,95,69.58,2.06
307,Tocopilla,CL,-22.09,-70.2,1597027765,20,59,58.8,3.29
308,Chernyshevskiy,RU,63.01,112.47,1597027765,65,45,66.13,7.27
309,Sørland,NO,67.67,12.69,1597027765,41,66,53.6,4.07
310,Porto-Novo,BJ,6.5,2.6,1597027622,40,88,75.2,13.87
311,Ouadda,CF,8.08,22.4,1597027765,100,95,66.7,3.87
312,Savignano sul Rubicone,IT,44.1,12.41,1597027766,0,94,75.0,3.36
313,Inuvik,CA,68.35,-133.72,1597027766,75,76,53.6,2.24
314,Westport,US,41.14,-73.36,1597027766,1,78,77.0,6.93
315,Olavarría,AR,-36.89,-60.32,1597027767,36,90,55.0,2.71
316,Port-Gentil,GA,-0.72,8.78,1597027767,100,81,75.52,13.89
317,Ancud,CL,-41.87,-73.82,1597027349,75,86,42.01,9.17
318,Katherine,AU,-14.47,132.27,1597027230,0,28,82.4,13.87
319,Ishinomaki,JP,38.42,141.3,1597027767,75,58,86.0,9.17
320,Levelland,US,33.59,-102.38,1597027767,75,29,91.4,12.75
321,Vostok,RU,46.49,135.88,1597027358,100,100,59.02,3.11
322,Koosa,EE,58.53,27.08,1597027767,45,93,61.0,4.7
323,Syracuse,IT,37.09,15.28,1597027768,0,78,75.2,4.7
324,Río Gallegos,AR,-51.62,-69.22,1597027580,100,74,33.8,11.41
325,Vestmanna,FO,62.16,-7.17,1597027768,99,82,55.4,13.87
326,Garoowe,SO,8.41,48.48,1597027768,59,59,72.21,21.52
327,Lompoc,US,34.64,-120.46,1597027768,8,77,62.6,12.75
328,Somerset East,ZA,-32.72,25.59,1597027768,0,61,44.56,11.43
329,Diamantino,BR,-14.41,-56.45,1597027769,0,38,72.36,5.44
330,Baracoa,CU,20.35,-74.5,1597027769,39,82,81.07,11.52
331,Khuzdar,PK,27.74,66.64,1597027769,25,62,81.93,1.66
332,Princeton,US,25.54,-80.41,1597027769,1,79,84.99,3.36
333,Fort Smith,US,35.39,-94.4,1597027769,1,58,87.8,4.7
334,Bansko,BG,41.84,23.49,1597027769,0,80,63.0,10.0
335,Sena Madureira,BR,-9.07,-68.66,1597027769,3,53,76.84,1.95
336,Khakhea,BW,-24.69,23.49,1597027769,0,69,40.28,9.48
337,Lebu,CL,-37.62,-73.65,1597027770,99,74,46.89,8.46
338,Ahipara,NZ,-35.17,173.17,1597027770,100,60,57.42,3.27
339,Rottenmann,AT,47.52,14.35,1597027770,0,80,60.01,3.56
340,Abhā,SA,18.22,42.51,1597027770,20,93,66.2,5.32
341,Sawtell,AU,-30.38,153.1,1597027704,90,55,60.8,16.11
342,Port Blair,IN,11.67,92.75,1597027770,100,82,82.08,16.2
343,Tanout,NE,14.97,8.89,1597027771,100,78,75.54,13.0
344,Talnakh,RU,69.49,88.4,1597027375,90,100,51.8,13.42
345,Abu Dhabi,AE,24.47,54.37,1597027771,52,67,93.2,3.36
346,Galle,LK,6.04,80.22,1597027771,92,84,80.76,11.18
347,Rūdbār,AF,30.15,62.6,1597027771,0,20,83.68,12.46
348,Conway,US,35.09,-92.44,1597027771,3,66,87.01,8.05
349,Quthing,LS,-30.4,27.7,1597027771,49,83,35.67,3.53
350,Oruzgan,AF,32.83,66.0,1597027772,0,18,78.94,4.27
351,Metro,ID,-5.11,105.31,1597027772,15,67,85.14,5.88
352,Dossor,KZ,47.53,52.98,1597027772,0,46,69.85,19.17
353,Imbituba,BR,-28.24,-48.67,1597027772,40,93,66.2,10.29
354,Erenhot,CN,43.65,111.98,1597027772,2,34,75.78,13.71
355,Ambulu,ID,-8.35,113.61,1597027772,0,65,83.25,6.11
356,Kidal,ML,18.44,1.41,1597027773,65,65,83.61,16.31
357,São João da Barra,BR,-21.64,-41.05,1597027371,0,88,69.75,8.97
358,Vawkavysk,BY,53.16,24.45,1597027773,0,93,60.93,4.59
359,Mango,US,27.98,-82.31,1597027773,1,100,80.6,6.73
360,Khuzhir,RU,53.19,107.34,1597027773,88,85,57.94,6.73
361,Panguipulli,CL,-39.63,-72.33,1597027773,95,91,39.13,2.93
362,Pouébo,NC,-20.4,164.57,1597027773,78,68,77.32,8.59
363,Norman Wells,CA,65.28,-126.83,1597027265,40,43,73.4,8.05
364,Provideniya,RU,64.38,-173.3,1597027774,75,71,53.6,13.42
365,Ushtobe,KZ,45.25,77.98,1597027774,0,31,85.64,13.2
366,Eureka,US,40.8,-124.16,1597027774,2,52,66.0,1.59
367,Fukuechō,JP,32.69,128.84,1597027774,75,94,80.6,27.51
368,Katsuura,JP,35.13,140.3,1597027774,75,66,96.01,11.41
369,Lagan,RU,45.39,47.37,1597027775,0,42,72.84,8.1
370,Ørje,NO,59.48,11.66,1597027775,36,81,62.01,1.01
371,Novoagansk,RU,61.94,76.66,1597027296,4,54,72.73,5.66
372,Esmeraldas,BR,-19.76,-44.31,1597027598,71,68,66.2,6.93
373,Madang,PG,-5.22,145.8,1597027775,78,60,86.13,6.85
