,City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Tempature,Wind Speed
85,San Andrés,CO,12.58,-81.7,1597178929,75,70,87.8,11.41
86,Avera,US,33.19,-82.53,1597178929,40,59,91.4,4.7
87,Cascais,PT,38.7,-9.42,1597178929,75,93,69.01,9.17
88,Chhātak,BD,25.03,91.67,1597178929,100,92,79.38,5.14
89,Nanortalik,GL,60.14,-45.24,1597178418,100,88,47.41,17.13
90,Bontang,ID,0.13,117.5,1597178929,96,87,77.67,4.72
91,Bosaso,SO,11.28,49.18,1597178399,97,41,93.27,17.74
92,Ribeira Grande,PT,38.52,-28.7,1597178359,40,57,75.2,9.17
93,São Filipe,CV,14.9,-24.5,1597178930,42,78,76.98,12.59
94,Hommelvik,NO,63.41,10.79,1597178930,22,77,62.6,10.29
95,Chui,UY,-33.7,-53.46,1597178415,19,59,46.96,5.46
96,Acaraú,BR,-2.89,-40.12,1597178930,0,73,78.73,18.86
97,Bilibino,RU,68.05,166.44,1597178391,99,61,47.91,1.16
98,Carbonia,IT,39.17,8.52,1597178930,5,74,82.4,4.7
99,Hithadhoo,MV,-0.6,73.08,1597178367,88,75,82.56,6.6
100,Avilés,ES,43.55,-5.92,1597178931,75,100,70.0,4.59
101,Shillong,IN,25.57,91.88,1597178652,100,100,65.84,5.28
102,Hasaki,JP,35.73,140.83,1597178439,20,94,81.0,2.24
103,Yinchuan,CN,38.47,106.27,1597178931,100,58,72.16,5.95
104,Qaanaaq,GL,77.48,-69.36,1597178362,100,68,39.79,2.33
105,Rundu,NA,-17.93,19.77,1597178392,0,27,63.64,4.14
106,Plácido de Castro,BR,-10.34,-67.19,1597178931,0,22,97.97,3.29
107,Estelle,US,29.85,-90.11,1597178932,75,66,91.0,9.17
108,Buin,CL,-33.73,-70.75,1597178932,0,41,60.8,6.93
109,Balabac,PH,7.99,117.06,1597178439,100,80,82.17,8.32
110,Lompoc,US,34.64,-120.46,1597178251,1,64,70.0,16.11
111,Lebu,CL,-37.62,-73.65,1597178367,0,72,49.17,17.29
112,Havre-St-Pierre,CA,50.23,-63.6,1597178451,1,61,78.8,8.05
113,Plettenberg Bay,ZA,-34.05,23.37,1597178439,81,68,55.36,12.3
114,Kalianget,ID,-7.05,113.93,1597178407,6,80,80.08,7.23
115,Sitka,US,57.05,-135.33,1597178414,75,76,57.2,8.05
116,Ponta do Sol,PT,32.67,-17.1,1597178416,40,69,73.4,13.87
117,Cabedelo,BR,-6.98,-34.83,1597178933,20,78,77.0,11.41
118,Ürümqi,CN,43.8,87.6,1597178883,0,38,77.0,4.47
119,Bredasdorp,ZA,-34.53,20.04,1597178359,49,81,53.6,11.41
120,Valle Nacional,MX,17.78,-96.32,1597178765,88,80,80.73,2.24
121,Preobrazheniye,RU,42.9,133.91,1597178933,0,86,68.86,7.65
122,Along,IN,28.17,94.77,1597178370,100,90,73.27,0.72
123,Torbay,CA,47.67,-52.73,1597178113,20,61,80.01,14.99
124,Dingle,PH,11.0,122.67,1597178362,100,85,76.66,4.18
125,Ubari,LY,26.59,12.78,1597178934,5,15,92.93,9.62
126,Sinop Province,TR,41.77,34.87,1597178934,1,56,64.38,4.18
127,Barrow,US,71.29,-156.79,1597178366,90,81,48.2,14.99
128,Zeerust,ZA,-25.54,26.08,1597178934,0,37,51.8,6.93
129,Kumul,CN,42.8,93.45,1597178934,0,38,73.51,2.17
130,Mnogovershinnyy,RU,53.94,139.92,1597178935,96,95,53.28,3.58
131,Pudozh,RU,61.81,36.53,1597178935,1,79,48.25,6.82
132,Tabuk,PH,17.42,121.44,1597178935,100,87,74.93,0.98
133,Morón,AR,-34.65,-58.62,1597178935,0,22,55.99,3.0
134,Āsmār,AF,35.03,71.36,1597178935,4,65,79.27,0.78
135,Bluff,NZ,-46.6,168.33,1597178361,63,96,42.01,1.01
136,Jiayuguan City,CN,39.82,98.3,1597178935,38,56,60.1,2.89
137,Fortuna,US,40.6,-124.16,1597178413,1,71,66.0,3.0
138,Rurrenabaque,BO,-14.44,-67.53,1597178936,40,83,84.2,5.5
139,Fairbanks,US,64.84,-147.72,1597178407,90,76,57.99,1.43
140,Christchurch,NZ,-43.53,172.63,1597178643,26,100,41.0,3.36
141,Beruwala,LK,6.48,79.98,1597178936,89,89,78.4,6.78
142,Calama,CL,-22.47,-68.93,1597178936,0,5,69.8,21.92
143,Kaitangata,NZ,-46.28,169.85,1597178377,84,81,43.0,5.01
144,Byron Bay,AU,-28.65,153.62,1597178936,40,100,55.0,3.36
145,Saskylakh,RU,71.92,114.08,1597178415,94,71,39.02,12.17
146,Nizhniy Tsasuchey,RU,50.52,115.13,1597178937,41,88,56.41,0.92
147,Maracaçumé,BR,-2.04,-45.96,1597178937,26,71,81.9,5.5
148,Nantucket,US,41.28,-70.1,1597178877,90,88,78.01,11.41
149,Lata,PT,40.16,-8.33,1597178381,69,82,69.01,1.01
150,Ponta Delgada,PT,37.73,-25.67,1597178381,20,68,71.6,10.29
151,Tevriz,RU,57.51,72.4,1597178938,100,97,59.43,4.74
152,Upernavik,GL,72.79,-56.15,1597178363,100,66,42.13,13.56
153,Dunedin,NZ,-45.87,170.5,1597178938,90,83,46.0,1.01
154,Villa Rica,US,33.73,-84.92,1597178938,1,55,89.6,9.17
155,Meulaboh,ID,4.14,96.13,1597178359,99,85,77.36,3.56
156,Baykit,RU,61.67,96.37,1597178386,7,60,62.46,2.48
157,Khatanga,RU,71.97,102.5,1597178370,0,87,34.34,6.62
158,Juneau,US,58.3,-134.42,1597178701,90,71,57.2,5.82
159,Rondonópolis,BR,-16.47,-54.64,1597178772,22,20,90.91,0.51
160,Kahului,US,20.89,-156.47,1597178373,40,52,87.8,19.46
161,Norman Wells,CA,65.28,-126.83,1597178374,75,82,60.8,13.87
162,Xichang,CN,27.9,102.26,1597178939,98,80,67.59,2.17
163,Anaconda,US,46.13,-112.94,1597178939,1,14,80.6,14.99
164,Nago,JP,26.59,127.98,1597178939,90,88,82.4,8.05
165,Prymors'k,UA,46.73,36.34,1597178940,0,64,73.81,4.16
166,Akdepe,TM,42.06,59.38,1597178449,0,46,73.4,4.7
167,Provideniya,RU,64.38,-173.3,1597178358,90,81,51.8,4.47
168,Sharjah city,AE,25.36,55.4,1597178216,49,50,100.4,3.36
169,Ancud,CL,-41.87,-73.82,1597178940,40,93,50.0,4.7
170,Constitución,CL,-35.33,-72.42,1597178396,0,60,53.13,15.26
171,Port Hardy,CA,50.7,-127.42,1597178378,75,72,59.0,10.29
172,Severo-Yeniseyskiy,RU,60.37,93.04,1597178941,46,63,61.63,1.41
173,Kochubey,RU,44.39,46.58,1597178941,100,51,74.19,7.85
174,Roald,NO,62.58,6.13,1597178941,83,87,59.0,10.29
175,High Rock,BS,26.62,-78.28,1597178941,75,74,87.8,3.36
176,Cidreira,BR,-30.18,-50.21,1597178380,100,74,51.84,10.76
177,Puerto Limón,CR,10.0,-83.03,1597178942,90,78,82.4,9.17
178,Tyul'gan,RU,52.34,56.17,1597178942,0,92,50.11,8.66
179,Shimoda,JP,34.67,138.95,1597178450,13,87,81.63,12.12
180,Nikolskoye,RU,59.7,30.79,1597178371,90,67,57.2,8.95
181,Willmar,US,45.12,-95.04,1597178942,40,37,84.2,10.29
182,Suntar,RU,62.14,117.63,1597178942,73,95,51.94,2.84
183,Novo Aripuanã,BR,-5.12,-60.38,1597178942,100,38,93.36,1.97
184,Saint George,US,37.1,-113.58,1597178324,1,11,100.0,12.75
185,Huicungo,PE,-7.28,-76.8,1597178943,1,42,89.42,3.56
186,Victor Harbor,AU,-35.57,138.62,1597178943,87,86,55.0,1.99
187,Half Moon Bay,US,37.46,-122.43,1597178436,5,72,78.01,11.41
188,Lorengau,PG,-2.02,147.27,1597178943,79,74,82.35,5.23
189,Pevek,RU,69.7,170.31,1597178367,99,80,38.1,4.94
190,Lázaro Cárdenas,MX,17.96,-102.2,1597178414,8,71,87.04,10.51
191,Arraial do Cabo,BR,-22.97,-42.03,1597178363,40,69,77.0,9.17
192,Volgorechensk,RU,57.44,41.16,1597178944,0,100,55.4,6.71
193,Imeni Poliny Osipenko,RU,52.42,136.49,1597178944,100,95,56.08,7.16
194,Crotone,IT,39.09,17.12,1597178944,0,66,78.66,5.59
195,Dalianwan,CN,39.03,121.69,1597178944,20,100,77.0,6.71
196,Ishigaki,JP,24.34,124.16,1597178944,31,83,84.49,17.47
197,Azogues,EC,-2.73,-78.83,1597178945,75,38,75.2,14.99
198,East London,ZA,-33.02,27.91,1597178403,19,70,60.12,12.37
199,Secunda,ZA,-26.55,29.17,1597178945,0,55,50.0,1.01
200,Totness,SR,5.88,-56.32,1597178945,6,79,82.8,12.19
201,Ikalamavony,MG,-21.15,46.58,1597178945,0,71,59.22,5.7
202,Almaznyy,RU,48.04,40.05,1597178945,20,49,73.4,6.71
203,Lafiagi,NG,8.87,5.42,1597178945,4,83,73.83,3.65
204,Mahébourg,MU,-20.41,57.7,1597178413,75,60,68.0,4.7
205,Road Town,VG,18.42,-64.62,1597178838,40,66,87.8,12.75
206,Hofn,IS,64.25,-15.21,1597178399,97,94,52.88,8.16
207,St. George's,GD,12.06,-61.75,1597178946,40,74,86.0,20.8
208,Samarkand,UZ,39.65,66.96,1597178946,0,52,68.0,5.37
209,Luganville,VU,-15.53,167.17,1597178946,40,94,73.4,2.24
210,Geraldton,AU,-28.77,114.6,1597178373,90,93,55.4,5.82
211,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,1597178947,90,100,53.6,4.47
212,Banjar,ID,-8.19,114.97,1597178368,75,100,78.8,3.36
213,Pacific Grove,US,36.62,-121.92,1597178947,40,56,73.0,9.17
214,Itarema,BR,-2.92,-39.92,1597178947,1,75,78.49,18.54
215,Mabaruma,GY,8.2,-59.78,1597178442,100,93,80.56,3.87
216,Gurupi,BR,-11.73,-49.07,1597178947,67,27,85.96,1.81
217,Poro,PH,10.63,124.41,1597178948,90,88,78.8,1.12
218,Itoman,JP,26.12,127.67,1597178721,75,94,82.4,8.05
219,Kamenka,RU,51.32,42.77,1597178948,60,70,60.01,1.01
220,Laem Sing,TH,12.48,102.07,1597178948,92,65,86.0,13.18
221,Lingyuan,CN,41.24,119.4,1597178948,16,45,69.03,2.44
222,Altay,CN,47.87,88.12,1597178948,0,55,59.67,3.56
223,Boyolangu,ID,-8.12,111.89,1597178948,79,92,74.17,2.51
224,Zyryanka,RU,65.75,150.85,1597178949,100,95,44.47,7.02
225,Dois Vizinhos,BR,-25.73,-53.06,1597178949,37,60,70.74,0.87
226,Cortes,ES,41.94,-1.44,1597178949,100,64,84.2,6.93
227,Mardin,TR,37.31,40.74,1597178949,1,32,79.41,9.86
228,Muros,ES,42.78,-9.06,1597178950,100,83,70.0,5.01
229,Kathmandu,NP,27.72,85.32,1597178950,75,94,71.6,3.36
230,Pierre,US,44.37,-100.35,1597178950,1,42,89.01,18.34
231,Conde,BR,-7.26,-34.91,1597178833,20,78,77.0,11.41
232,Maxixe,MZ,-23.86,35.35,1597178950,0,82,64.36,8.5
233,Garelochhead,GB,56.08,-4.83,1597178950,40,88,66.99,5.82
234,Walvis Bay,NA,-22.96,14.51,1597178401,0,66,55.99,4.7
235,Krasnokamensk,RU,50.1,118.04,1597178950,17,81,56.77,1.88
236,Codrington,AU,-38.27,141.97,1597178362,34,91,49.17,14.5
237,Ukiah,US,39.15,-123.21,1597178951,1,37,90.0,6.93
238,Saint-Augustin,CA,51.23,-58.65,1597178396,91,73,72.52,22.91
239,Liptovský Mikuláš,SK,49.08,19.62,1597178951,20,93,64.0,5.82
240,Borzya,RU,50.38,116.52,1597178951,66,82,56.08,2.1
241,Wakkanai,JP,45.41,141.67,1597178951,86,98,67.15,17.52
242,Kangaatsiaq,GL,68.31,-53.46,1597178951,38,60,45.48,17.98
243,Destin,US,30.39,-86.5,1597178952,1,63,91.4,6.93
244,Ivanivka,UA,46.72,34.55,1597178952,6,62,70.45,3.96
245,Martapura,ID,-3.42,114.85,1597178952,67,93,74.5,1.68
246,Sarandi,BR,-23.44,-51.87,1597178952,0,30,86.0,8.05
247,Mount Gambier,AU,-37.83,140.77,1597178408,75,93,50.0,13.87
248,Quatre Cocos,MU,-20.21,57.76,1597178375,75,60,68.0,4.7
249,Bilma,NE,18.69,12.92,1597178953,2,32,93.7,6.85
250,Flinders,AU,-34.58,150.86,1597178953,100,85,57.99,1.01
251,Makakilo City,US,21.35,-158.09,1597178756,40,51,86.0,5.82
252,Souillac,MU,-20.52,57.52,1597178384,75,60,68.0,4.7
253,Atar,MR,20.52,-13.05,1597178953,1,14,104.31,5.44
254,Talnakh,RU,69.49,88.4,1597178373,40,82,55.4,8.95
255,Vanavara,RU,60.34,102.28,1597178402,0,66,59.36,2.21
256,Bethel,US,41.37,-73.41,1597178407,1,51,89.01,16.11
257,Carnarvon,AU,-24.87,113.63,1597178379,87,100,55.4,4.7
258,Batemans Bay,AU,-35.72,150.18,1597178254,100,100,42.01,5.88
259,Mar del Plata,AR,-38.0,-57.56,1597178164,0,32,53.6,9.17
260,Kavieng,PG,-2.57,150.8,1597178424,80,78,82.65,9.48
261,Haines Junction,CA,60.75,-137.51,1597178954,72,47,63.01,2.86
262,Lüderitz,NA,-26.65,15.16,1597178436,0,75,57.47,19.77
263,Ginda,IN,30.69,78.49,1597178954,77,87,65.1,1.79
264,Bandundu Province,CD,-3.32,17.37,1597178955,58,38,86.61,0.2
265,Oakland,US,42.67,-83.4,1597178955,20,34,84.0,9.17
266,Labuhan,ID,-6.88,112.21,1597178445,79,85,76.59,8.08
267,Mezen',RU,65.85,44.24,1597178412,0,96,43.79,5.1
268,Inhambane,MZ,-23.86,35.38,1597178413,0,80,65.32,9.33
269,Umluj,SA,25.02,37.27,1597178955,57,65,84.92,8.81
270,Cayenne,GF,4.93,-52.33,1597178402,0,78,80.6,6.93
271,Biak,ID,-0.91,122.88,1597178393,96,82,76.84,6.44
272,Dachnoye,RU,43.08,44.74,1597178955,97,100,62.6,4.47
273,Berdigestyakh,RU,62.1,126.7,1597178956,86,88,50.32,6.35
274,Nerchinskiy Zavod,RU,51.31,119.61,1597178956,51,87,53.28,2.19
275,Abu Samrah,SY,35.3,37.18,1597178956,0,80,70.34,11.27
276,Brae,GB,60.4,-1.35,1597178956,100,87,60.8,16.11
277,Isangel,VU,-19.55,169.27,1597178368,40,100,69.8,0.65
278,Otjimbingwe,NA,-22.35,16.13,1597178956,0,38,51.89,1.86
279,San Juan Tecuaco,GT,14.08,-90.26,1597178957,75,73,91.4,13.87
280,Smithers,CA,54.78,-127.17,1597178916,75,54,59.0,4.7
281,Hutchinson,US,38.06,-97.93,1597178957,1,49,91.0,9.17
282,Aberdeen,GB,57.14,-2.1,1597178832,90,93,62.01,5.82
283,Sungai Raya,ID,0.7,108.9,1597178399,98,88,79.52,5.55
284,Dhidhdhoo,MV,6.88,73.1,1597178957,50,78,81.3,9.69
285,Port Lincoln,AU,-34.73,135.87,1597178429,79,86,56.23,18.59
286,Nanning,CN,22.82,108.32,1597178958,39,88,82.4,6.71
287,Bandarbeyla,SO,9.49,50.81,1597178367,20,78,75.58,35.34
288,Ous,RU,60.91,61.52,1597178958,2,82,48.31,6.87
289,Bulgan,MN,48.81,103.53,1597178958,95,89,54.05,1.95
290,Zhifang,CN,30.35,114.32,1597178958,100,83,84.2,4.47
291,Cherskiy,RU,68.75,161.3,1597178447,79,62,44.29,2.64
292,Cândido de Abreu,BR,-24.57,-51.33,1597178958,0,47,71.13,0.72
293,Saint Anthony,US,45.02,-93.22,1597178959,1,42,84.99,8.05
294,Adré,TD,13.47,22.2,1597178959,84,77,75.04,6.89
295,Chake Chake,TZ,-5.25,39.77,1597178959,68,82,73.71,10.25
296,Shyryayeve,UA,47.38,30.2,1597178959,72,58,70.45,6.29
297,Yeniseysk,RU,58.45,92.17,1597178959,17,65,62.38,2.53
298,Rocha,UY,-34.48,-54.33,1597178960,0,64,42.6,6.04
299,Qinggang,CN,46.68,126.08,1597178960,0,91,60.42,10.4
300,Boulder,US,40.08,-105.35,1597178960,1,15,96.8,9.17
301,Amahai,ID,-3.33,128.92,1597178960,59,93,80.01,4.18
302,Richards Bay,ZA,-28.78,32.04,1597178960,0,61,65.61,5.23
303,Languyan,PH,5.26,120.08,1597178960,100,78,80.51,4.29
304,Mariehamn,AX,60.1,19.93,1597178961,38,93,48.2,1.12
305,Yilan,TW,24.76,121.75,1597178782,40,88,86.0,2.24
306,Thompson,CA,55.74,-97.86,1597178188,75,59,66.2,3.36
307,Nokaneng,BW,-19.67,22.27,1597178961,0,26,63.82,5.23
308,Dudinka,RU,69.41,86.18,1597178961,77,82,55.4,8.95
309,Awjilah,LY,29.11,21.29,1597178961,0,36,84.7,12.53
310,Emba,KZ,48.83,58.14,1597178961,0,75,60.17,8.41
311,Pundaguitan,PH,6.37,126.17,1597178962,89,72,83.12,5.53
312,Dukat,RU,62.55,155.55,1597178962,100,69,56.46,4.45
313,San Cristobal,VE,7.77,-72.22,1597178108,40,55,87.8,13.87
314,Bonthe,SL,7.53,-12.51,1597178962,100,89,75.65,11.7
315,Waspán,NI,14.74,-83.97,1597178963,20,70,89.6,8.05
316,Khovd,MN,48.01,91.64,1597178963,0,49,62.19,3.44
317,Galle,LK,6.04,80.22,1597178411,59,88,78.75,11.59
318,Faya,SA,18.39,42.45,1597178407,52,22,78.8,4.7
319,Garoua Boulaï,CM,5.88,14.55,1597178963,85,97,64.2,1.83
320,Atambua,ID,-9.11,124.89,1597178963,0,86,69.64,2.84
321,Tasiilaq,GL,65.61,-37.64,1597178387,80,81,42.8,4.7
322,Talaya,RU,61.38,152.75,1597178963,98,56,58.28,0.96
323,Chosica,PE,-11.94,-76.71,1597178964,90,72,62.6,5.82
324,Inírida,CO,3.87,-67.92,1597178964,49,87,82.18,2.19
325,Ilulissat,GL,69.22,-51.1,1597178389,20,33,46.4,16.11
326,Chadiza,ZM,-14.07,32.44,1597178964,0,38,56.61,5.66
327,Bathsheba,BB,13.22,-59.52,1597178964,40,70,86.0,18.34
328,Quang Ngai,VN,15.12,108.8,1597178964,98,84,78.69,5.14
329,Kununurra,AU,-15.77,128.73,1597178365,0,89,66.2,2.42
330,Fort Nelson,CA,58.81,-122.7,1597178718,90,62,57.2,4.7
331,Mayo,US,38.89,-76.51,1597178448,1,79,91.0,13.87
332,Mocuba,MZ,-16.84,36.99,1597178403,0,91,61.2,1.32
333,Verkhnevilyuysk,RU,63.45,120.32,1597178965,43,95,44.24,4.05
334,Taywarah,AF,33.35,64.42,1597178965,0,43,53.02,5.86
335,Biga,TR,40.23,27.24,1597178965,0,73,78.8,8.05
336,Conceição da Barra,BR,-18.59,-39.73,1597178694,70,86,70.81,5.3
337,Jardim,BR,-21.48,-56.14,1597178966,17,28,85.71,2.75
338,Parabel',RU,58.7,81.48,1597178966,0,89,61.12,7.38
339,Santa Isabel Rio Negro,BR,-0.41,-65.02,1597178966,75,66,86.32,2.48
340,Esim,GH,4.87,-2.24,1597178399,97,85,73.96,4.97
341,São Miguel do Araguaia,BR,-13.28,-50.16,1597178966,89,28,84.79,4.83
342,Dondo,MZ,-19.61,34.74,1597178967,0,93,62.6,2.24
343,Wanning,CN,18.8,110.4,1597178967,100,85,82.4,10.45
344,Faanui,PF,-16.48,-151.75,1597178967,8,82,76.78,20.15
345,Adrar,MR,20.5,-10.07,1597178403,1,10,102.31,9.82
346,Beringovskiy,RU,63.05,179.32,1597178441,0,73,54.7,4.81
347,Laas,IT,46.62,10.7,1597178391,40,77,62.6,2.08
348,Te Anau,NZ,-45.42,167.72,1597178968,28,87,36.93,0.85
349,Machilipatnam,IN,16.17,81.13,1597178968,75,88,80.6,4.7
350,Gigmoto,PH,13.78,124.39,1597178968,99,83,81.43,4.61
351,Tessalit,ML,20.2,1.01,1597178968,50,44,87.33,9.62
352,Pangnirtung,CA,66.15,-65.71,1597178390,40,53,51.8,17.22
353,São José do Belmonte,BR,-7.86,-38.76,1597178968,100,39,77.86,8.88
354,Shetpe,KZ,44.17,52.12,1597178968,31,36,71.98,8.41
355,Lovozero,RU,68.0,35.01,1597178829,96,91,44.85,6.17
356,Loukhi,RU,66.08,33.04,1597178969,97,78,49.75,4.97
357,Caravelas,BR,-17.71,-39.25,1597178393,85,80,72.05,5.75
358,Kathu,TH,7.92,98.33,1597178969,40,83,87.01,5.82
359,Atikokan,CA,48.76,-91.62,1597178969,0,28,79.03,13.31
360,San Jose,US,37.34,-121.89,1597178905,1,47,82.99,6.24
361,Marinette,US,45.1,-87.63,1597178969,1,37,82.4,8.05
362,Iqaluit,CA,63.75,-68.51,1597178411,20,24,59.0,14.99
363,Tarakan,ID,3.3,117.63,1597178970,100,78,80.96,4.81
364,Yining,CN,29.04,114.56,1597178970,24,92,75.61,3.13
365,Dalvik,IS,65.97,-18.53,1597178970,90,82,59.0,8.05
366,Bengkulu,ID,-3.8,102.27,1597178970,98,84,75.9,3.71
367,Vostok,RU,46.49,135.88,1597178971,42,98,61.09,5.19
368,Villa Unión,MX,23.2,-106.23,1597178971,40,59,91.4,10.29
369,Gēdo,ET,9.02,37.45,1597178971,98,100,52.59,2.37
370,Kudahuvadhoo,MV,2.67,72.89,1597178971,35,71,82.94,5.86
371,Linares,CL,-35.85,-71.6,1597178971,0,69,50.31,9.75
372,Jardim de Piranhas,BR,-6.38,-37.35,1597178971,59,29,87.28,12.1
